ins_id,ins_habilitado,ins_periodo,ins_matricula_num,est_codigo,grp_id
1069,t,61,1,177352,204
1070,t,61,1,177352,201
1071,t,61,1,175950,195
1072,t,61,1,175950,201
1073,t,61,1,175950,204
1074,t,61,1,175950,192
1075,t,61,1,175950,194
1076,t,61,1,175950,202
1077,t,61,1,175372,201
1078,t,61,1,175372,195
1079,t,61,1,175372,194
1080,t,61,1,175372,204
1081,t,61,1,175372,192
1082,t,61,1,175372,202
1083,t,61,1,55975,210
1084,t,61,1,55975,192
1085,t,61,1,55975,204
1086,t,61,1,55975,202
1087,t,61,1,55975,194
1088,t,61,2,55975,195
1089,t,61,2,177762,211
1090,t,61,1,177762,195
1091,t,61,1,177762,192
1092,t,61,1,177762,194
1093,t,61,1,177762,204
1094,t,61,1,177762,202
1095,t,61,1,177762,201
1096,t,61,1,26591,192
1097,t,61,1,26591,203
1098,t,61,1,26591,202
1099,t,61,1,26591,195
1100,t,61,1,26591,201
1101,t,61,1,26591,194
1102,t,61,1,26591,204
1103,t,61,1,54311,204
1104,t,61,1,54311,191
1105,t,61,1,54311,192
1106,t,61,1,54311,202
1107,t,61,1,54311,195
1108,t,61,1,54311,194
1109,t,61,1,170138,201
1110,t,61,1,170138,192
1111,t,61,1,170138,194
1112,t,61,1,170138,195
1113,t,61,1,170138,204
1114,t,61,1,170138,191
1115,t,61,1,170138,202
1116,t,61,1,147987,212
1117,t,61,1,147987,208
1118,t,61,1,147987,200
1119,t,61,1,147987,213
1120,t,61,1,178651,207
1121,t,61,1,178651,200
1122,t,61,1,178651,205
1123,t,61,1,178651,214
1124,t,61,1,178651,208
1125,t,61,1,178651,206
1126,t,61,1,177498,206
1127,t,61,1,177498,214
1128,t,61,1,177498,205
1129,t,61,1,177498,208
1130,t,61,1,177498,207
1131,t,61,1,177498,200
1132,t,61,1,176764,207
1133,t,61,1,176764,214
1134,t,61,1,176764,206
1135,t,61,1,176764,200
1136,t,61,1,176764,208
1137,t,61,1,176764,205
1138,t,61,1,152370,213
1139,t,61,1,152370,212
1140,t,61,1,152370,200
1141,t,61,1,152370,208
1142,t,61,1,161645,215
1143,t,61,1,161645,200
1144,t,61,1,161645,213
1145,t,61,1,134070,213
1146,t,61,1,134070,212
1147,t,61,1,134070,215
1148,t,61,1,134070,216
1149,t,61,1,151370,213
1150,t,61,1,151370,200
1151,t,61,1,151370,208
1152,t,61,1,151370,212
1153,t,61,1,151045,217
1154,t,61,1,151045,208
1155,t,61,1,151045,207
1156,t,61,1,151045,206
1157,t,61,1,176135,205
1158,t,61,1,176135,200
1159,t,61,1,176135,206
1160,t,61,1,176135,214
1161,t,61,1,176135,208
1162,t,61,1,176135,207
1163,t,61,1,152681,200
1164,t,61,1,152681,208
1165,t,61,1,152681,212
1166,t,61,1,152681,213
1167,t,61,1,149580,208
1168,t,61,1,149580,200
1169,t,61,1,149580,206
1170,t,61,1,149580,207
1171,t,61,1,149580,214
1172,t,61,1,149580,205
1173,t,61,1,179349,208
1174,t,61,1,179349,200
1175,t,61,1,179349,207
1176,t,61,1,179349,206
1177,t,61,1,179349,214
1178,t,61,1,179349,205
1179,t,61,1,152602,206
1180,t,61,1,152602,200
1181,t,61,1,152602,214
1182,t,61,1,152602,205
1183,t,61,1,152602,207
1184,t,61,1,152602,208
1185,t,61,1,152515,205
1186,t,61,1,152515,207
1187,t,61,1,152515,200
1188,t,61,1,152515,214
1189,t,61,1,152515,206
1190,t,61,1,152515,208
1191,t,61,1,164285,205
1192,t,61,1,164285,207
1193,t,61,1,164285,214
1194,t,61,1,164285,200
1195,t,61,1,164285,206
1196,t,61,1,164285,208
1197,t,61,1,166200,206
1198,t,61,1,166200,200
1199,t,61,1,166200,207
1200,t,61,1,166200,208
1201,t,61,1,166200,205
1202,t,61,1,178217,214
1203,t,61,1,178217,207
1204,t,61,1,178217,206
1205,t,61,1,178217,200
1206,t,61,1,178217,205
1207,t,61,1,178217,208
1209,t,61,1,151712,215
1210,t,61,1,151712,213
1211,t,61,1,151712,218
1212,t,61,1,151712,212
1213,t,61,1,167241,216
1214,t,61,1,167241,212
1215,t,61,1,167241,215
1216,t,61,1,167241,213
1217,t,61,1,152823,215
1218,t,61,2,152823,212
1219,t,61,1,163389,215
1220,t,61,1,163389,216
1221,t,61,1,163389,212
1222,t,61,1,163389,213
961,f,61,1,189069,187
910,f,61,1,189422,187
1208,t,61,2,128397,217
904,t,61,1,191437,141
